OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG,INSTID,INSTDT,UPDTID,UPDTDT
G-2912AB,1,1,1,1,MA-G-2912AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912BB,1,1,1,1,MA-G-2912BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912C,1,1,1,1,MA-G-2912C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912DB,1,1,1,1,MA-G-2912DB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912EB,1,1,1,1,MA-G-2912EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912FB,1,1,1,1,MA-G-2912FB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912G,1,1,1,1,MA-G-2912G,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2912H,1,1,1,1,MA-G-2912H,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2924AA,1,1,1,1,MA-G-2924AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-2924BA,1,1,1,1,MA-G-2924BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VD16A,1,1,1,1,MA-G-3001VD16A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VD16B,1,1,1,1,MA-G-3001VD16B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VD16C,1,1,1,1,MA-G-3001VD16C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VD30,1,1,1,1,MA-G-3001VD30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VD38,1,1,1,1,MA-G-3001VD38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VGC38,1,1,1,1,MA-G-3001VGC38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VH30,1,1,1,1,MA-G-3001VH30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VJ30,1,1,1,1,MA-G-3001VJ30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VJ38,1,1,1,1,MA-G-3001VJ38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VK38,1,1,1,1,MA-G-3001VK38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3001VL38,1,1,1,1,MA-G-3001VL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3411,1,1,1,1,MA-G-3411,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3413B,1,1,1,1,MA-G-3413B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3413N,1,1,1,1,MA-G-3413N,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3413P,1,1,1,1,MA-G-3413P,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3509AA,1,1,1,1,MA-G-3509AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3509B,1,1,1,1,MA-G-3509B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3509C,1,1,1,1,MA-G-3509C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515,1,1,1,1,MA-G-3515,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515D,1,1,1,1,MA-G-3515D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515E,1,1,1,1,MA-G-3515E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515H,1,1,1,1,MA-G-3515H,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515J,1,1,1,1,MA-G-512,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3515K,1,1,1,1,MA-G-3515K,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-3801H,1,1,1,1,MA-G-3801H,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-402A,1,1,1,1,MA-G-402A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-403B,1,1,1,1,MA-G-403B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-406E,1,1,1,1,MA-G-406E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-4206G,1,1,1,1,MA-G-4206G,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-4207,1,1,1,1,MA-G-4207,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-4209C,1,1,1,1,MA-G-4209C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5102FA,1,1,1,1,MA-G-5102FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5109,1,1,1,1,MA-G-5109,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5112AL,1,1,1,1,MA-G-5112AL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-512,1,1,1,1,MA-G-512,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-513,1,1,1,1,MA-G-513,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5404C,1,1,1,1,MA-G-5404C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5404D,1,1,1,1,MA-G-5404D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5405A,1,1,1,1,MA-G-5405A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-5406KA,1,1,1,1,MA-G-5406KA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6403FA,1,1,1,1,MA-G-6403FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6403FB,1,1,1,1,MA-G-6403FB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6501VCB,1,1,1,1,MA-G-6501VCB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6503DA,1,1,1,1,MA-G-6503DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6503GA,1,1,1,1,MA-G-6503GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-6802,1,1,1,1,MA-G-6802,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-7202,1,1,1,1,MA-G-7202,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-7701B,1,1,1,1,MA-G-7701B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-7701CA,1,1,1,1,MA-G-7701CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-7702B,1,1,1,1,MA-G-7702B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-8050,1,1,1,1,MA-G-8050,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-8301BA,1,1,1,1,MA-G-8301BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-8302BA,1,1,1,1,MA-G-8302BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501AE,1,1,1,1,MA-G-9501AE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501BB,1,1,1,1,MA-G-9501BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501BE,1,1,1,1,MA-G-9501BE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501CA,1,1,1,1,MA-G-9501CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501CB,1,1,1,1,MA-G-9501CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501CE,1,1,1,1,MA-G-9501CE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501DB,1,1,1,1,MA-G-9501DB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501DE,1,1,1,1,MA-G-9501DE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501EB,1,1,1,1,MA-G-9501EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501EE,1,1,1,1,MA-G-9501EE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501FB,1,1,1,1,MA-G-9501FB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501HB,1,1,1,1,MA-G-9501HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9501JA,1,1,1,1,MA-G-9501JA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9601CC,1,1,1,1,MA-G-9601CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9601DA,1,1,1,1,MA-G-9601DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9602EB,1,1,1,1,MA-G-9602EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9602EC,1,1,1,1,MA-G-9602EC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9606AA,1,1,1,1,MA-G-9606AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9606BA,1,1,1,1,MA-G-9606BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901BB30,1,1,1,1,MA-G-9901BB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901BB34,1,1,1,1,MA-G-9901BB34,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901DA30,1,1,1,1,MA-G-9901DA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901FA34,1,1,1,1,MA-G-9901FA34,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901GA30,1,1,1,1,MA-G-9901GA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901GA34,1,1,1,1,MA-G-9901GA34,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901HA30,1,1,1,1,MA-G-9901HA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901HA34,1,1,1,1,MA-G-9901HA34,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
G-9901LB28,1,1,1,1,MA-G-9901LB28,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GR-EF80-00202AA,1,1,1,1,MA-EF80-00202AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GR-EF80-00202CA,1,1,1,1,MA-EF80-00202CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-215AA,1,1,1,1,MA-GS-215AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-215BA,1,1,1,1,MA-GS-215BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-215CA,1,1,1,1,MA-GS-215CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-215DA,1,1,1,1,MA-GS-215DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-59,1,1,1,1,MA-GS-59,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72AB,1,1,1,1,MA-GS-72AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72BB,1,1,1,1,MA-GS-72BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72DB,1,1,1,1,MA-GS-72HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72EB,1,1,1,1,MA-GS-72EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72FB,1,1,1,1,MA-GS-72AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72HB,1,1,1,1,MA-GS-72HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GS-72Q,1,1,1,1,MA-GS-72Q,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-30Q1B,1,1,1,1,MA-GUT-30Q1B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-30Q2B,1,1,1,1,MA-GUT-30Q2B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-30VC30,1,1,1,1,MA-GUT-30VC30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-30X1B,1,1,1,1,MA-GUT-30X1B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-30X2B,1,1,1,1,MA-GUT-30X2B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
GUT-99BB30,1,1,1,1,MA-GUT-99BB30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
HN-18E,1,1,1,1,MA-HN-18E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-11101B32,1,1,1,1,MA-K-11101B32,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-11801D,1,1,1,1,MA-K-11801D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12401,1,1,1,1,MA-K-12401,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12401HA,1,1,1,1,MA-K-12401HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12401HC,1,1,1,1,MA-K-12401HC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12401HD,1,1,1,1,MA-K-12401HD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12402,1,1,1,1,MA-K-12402,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12402HB,1,1,1,1,MA-K-12402HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12402HD,1,1,1,1,MA-K-12402HD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12413F,1,1,1,1,MA-K-12413F,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12415,1,1,1,1,MA-K-12415,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12415B,1,1,1,1,MA-K-12415B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12415C,1,1,1,1,MA-K-12415C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12419,1,1,1,1,MA-K-12419,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12419B,1,1,1,1,MA-K-12419B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12605TB,1,1,1,1,MA-K-12605,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12605UB,1,1,1,1,MA-K-12605,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12605VB,1,1,1,1,MA-K-12605,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-12605WB,1,1,1,1,MA-K-12605,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13201FA,1,1,1,1,MA-K-13201FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13202DA,1,1,1,1,MA-K-13202DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13215,1,1,1,1,MA-K-13215,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13215B,1,1,1,1,MA-K-13215B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13215C,1,1,1,1,MA-K-13215C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13215D,1,1,1,1,MA-K-13215D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216,1,1,1,1,MA-K-13216,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216D,1,1,1,1,MA-K-13216D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216E,1,1,1,1,MA-K-13216E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216F,1,1,1,1,MA-K-13216F,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216G,1,1,1,1,MA-K-13216G,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216H,1,1,1,1,MA-K-13216H,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216J,1,1,1,1,MA-K-13216J,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216K,1,1,1,1,MA-K-13216K,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13216L,1,1,1,1,MA-K-13216L,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13217C,1,1,1,1,MA-K-13217C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13217D,1,1,1,1,MA-K-13217D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13218,1,1,1,1,MA-K-13218,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13218B,1,1,1,1,MA-K-13218B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13218C,1,1,1,1,MA-K-13218C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13218E,1,1,1,1,MA-K-13218E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13218F,1,1,1,1,MA-K-13218F,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13224LA,1,1,1,1,MA-K-13224LA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13225C,1,1,1,1,MA-K-13225C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13225D,1,1,1,1,MA-K-13225D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13225E,1,1,1,1,MA-K-13225E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13225K,1,1,1,1,MA-K-13225K,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13225L,1,1,1,1,MA-K-13225L,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226D,1,1,1,1,MA-K-13226D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226DA,1,1,1,1,MA-K-13226DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226E,1,1,1,1,MA-K-13226E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226EA,1,1,1,1,MA-K-13226EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226F,1,1,1,1,MA-K-13226F,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226FA,1,1,1,1,MA-K-13226FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226HA,1,1,1,1,MA-K-13226HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226JA,1,1,1,1,MA-K-13226JA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226KA,1,1,1,1,MA-K-13226KA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226MA,1,1,1,1,MA-K-13226MA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226N,1,1,1,1,MA-K-13226N,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226NA,1,1,1,1,MA-K-13226NA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226QA,1,1,1,1,MA-K-13226QA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13226RA,1,1,1,1,MA-K-13226RA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13230B,1,1,1,1,MA-K-13230B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13230C,1,1,1,1,MA-K-13230C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13231B,1,1,1,1,MA-K-13231B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13231D,1,1,1,1,MA-K-13231D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13239,1,1,1,1,MA-K-13239,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13240,1,1,1,1,MA-K-13240,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13240B,1,1,1,1,MA-K-13240B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13240C,1,1,1,1,MA-K-13240C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13240E,1,1,1,1,MA-K-13240E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13244AA,1,1,1,1,MA-K-13244AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13247AA,1,1,1,1,MA-K-13247AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13247BA,1,1,1,1,MA-K-13247BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13248AA,1,1,1,1,MA-K-13248AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13249AA,1,1,1,1,MA-K-13249AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13290A,1,1,1,1,MA-K-13290A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13302NA,1,1,1,1,MA-K-13302,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13303NA,1,1,1,1,MA-K-13303,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13304EA,1,1,1,1,MA-K-13304,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13305EC,1,1,1,1,MA-K-13305,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13309EA-1,1,1,1,1,MA-K-13309EA-1,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13309EA-2,1,1,1,1,MA-K-13309EA-2,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13309EA-3,1,1,1,1,MA-K-13309EA-3,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13309EA-4,1,1,1,1,MA-K-13309EA-4,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-13825AA,1,1,1,1,MA-K-13825AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14606,1,1,1,1,MA-K-14606,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14801,1,1,1,1,MA-K-14801,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14901,1,1,1,1,MA-K-14901,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14902-3,1,1,1,1,MA-K-14902-3,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14903D,1,1,1,1,MA-K-14903D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14906A,1,1,1,1,MA-K-14906A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14906AM,1,1,1,1,MA-K-14906AM,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14906B,1,1,1,1,MA-K-14906B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14906BM,1,1,1,1,MA-K-14906BM,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14907A,1,1,1,1,MA-K-14907A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14907AM,1,1,1,1,MA-K-14907AM,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14907B,1,1,1,1,MA-K-14907B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14907BM,1,1,1,1,MA-K-14907BM,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14913JA,1,1,1,1,MA-K-14913JA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14918,1,1,1,1,MA-K-14918,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14920,1,1,1,1,MA-K-14920,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-14921,1,1,1,1,MA-K-14921,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-15301K,1,1,1,1,MA-K-15301K,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-15302A,1,1,1,1,MA-K-15302A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-15302BB,1,1,1,1,MA-K-15302BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-15607EB,1,1,1,1,MA-K-15607EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-16302J,1,1,1,1,MA-K-16302J,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-16304,1,1,1,1,MA-K-16304,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-16304GA,1,1,1,1,MA-K-16304GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-16306GB,1,1,1,1,MA-K-16306GB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17203B-CL,1,1,1,1,MA-K-17203B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17301B,1,1,1,1,MA-K-17301B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NA,1,1,1,1,MA-K-17401NA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NB,1,1,1,1,MA-K-17401NB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NC,1,1,1,1,MA-K-17401NC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401ND,1,1,1,1,MA-K-17401ND,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NE,1,1,1,1,MA-K-17401NE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NF,1,1,1,1,MA-K-17401NF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NG,1,1,1,1,MA-K-17401NG,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NH,1,1,1,1,MA-K-17401NH,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
K-17401NJ,1,1,1,1,MA-K-17401NJ,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
