完成部番,前工程1,前工程2,前工程3,前工程4,前工程5,前工程6,前工程7,前工程8,前工程9,前工程10
LPJ-DY6A33,LPJ-MY6A33,SKD6G2761,SKD11027067,,,,,,,
LPJ-DZ5A33,LPJ-MZ5A33,SKD6Z1855,SKD11018060,,,,,,,
LPJ-MB2D30,SKD6G2538,SKD11025067,,,,,,,,
LPJ-MY4,S6H3856,SUJ3038068,,,,,,,,
LPJ-MZ5,SKD6Z1855,SKD11018060,,,,,,,,
LPJNY-DB5AA33,LPJNY-MB5AA33,SKD6G2745,SKD11027067,,,,,,,
LPJNY-DB6AA33,LPJNY-MB6AA33,SKD6G2235,SKD11022067,,,,,,,
LPJNY-DB7AA33,LPJNY-MB7AA33,SKD6G2235,SKD11022067,,,,,,,
LPJNY-DB8AA33,LPJNY-MB8AA33,SKD6G2235,SKD11022067,,,,,,,
LPJNY-DB9AA33,LPJNY-MB9AA33,SKD6G2753,SKD11027067,,,,,,,
LPJNY-DC0AA33,LPJNY-MC0AA33,SKD6G2248,SKD11022067,,,,,,,
LPJNY-DC1AA33,LPJNY-MC1AA33,SKD6G2248,SKD11022067,,,,,,,
LPJNY-DC2AA33,LPJNY-MC2AA33,SKD6G2248,SKD11022067,,,,,,,
LPJNY-DY1AA33,LPJNY-MY1AA33,SKD6G2726,SKD11027067,,,,,,,
LPJNY-DY2AA33,LPJNY-MY2AA33,SKD6G3535,SKD11035067,,,,,,,
LRB2-DB3H33,LRB2-MB3H33,S6H2130P,SUJ3038068,,,,,,,
LRB2-DB4H33,LRB2-MB4H33,S6H4725,SUJ3047068-H,,,,,,,
LRE4T-DB1B,LRE4T-MB1B,S6H3822,SUJ3038068,,,,,,,
LRE4T-DB2B,LRE4T-MB2B,S6H3822,SUJ3038068,,,,,,,
LRE4T-DB7B,LRE4T-MB7B,S6H3846,SUJ3038068,,,,,,,
LRE4T-DB9B,LRE4T-MB9B,S6H3245,SUJ3032068,,,,,,,
LRE4T-DC0B30,LRE4T-MC0B30,S6H3822,SUJ3038068,,,,,,,
LRE4T-DD4B30,LRE4T-MD4B30,S6H3822,SUJ3038068,,,,,,,
LRE4T-DD5B30,LRE4T-MD5B30,S6H3822,SUJ3038068,,,,,,,
LRE4T-DE6BS,LRE4T-ME6BS,S6H3822,SUJ3038068,,,,,,,
LRE-DB1,LRE-MB1,S6H2723P,SUJ3038068,,,,,,,
LRE-DB2,LRE-MB2,S6H2723P,SUJ3038068,,,,,,,
LRE-DB3,LRE-MB3,S6H3828,SUJ3038068,,,,,,,
LRE-DB7,LRE-MB6,S6H3260,SUJ3032068,,,,,,,
LRE-DT0,LRE-MT0,S6H3260,SUJ3032068,,,,,,,
LRE-DT1,LRE-MT1,S6H3416P,SUJ3038068,,,,,,,
LRE-DT2,LRE-MT2,S6H3424P,SUJ3038068,,,,,,,
LRE-DT3,LRE-MT3,S6H3424P,SUJ3038068,,,,,,,
LRE-DW1,LRE-MW1,S6H3260,SUJ3032068,,,,,,,
LRE-DW5,LRE-MW5,S6H3260,SUJ3032068,,,,,,,
LRE-DX1,LRE-MX1,S6H3260,SUJ3032068,,,,,,,
LRE-DX4,LRE-MX4,S6H2520P,SUJ3038068,,,,,,,
LRE-DX5B,LRE-MX5B,S6H4725,SUJ3047068-H,,,,,,,
LRE-DX8,LRE-MX8,S6H2830P,SUJ3038068,,,,,,,
LRE-DY3,LRE-MY3,S6H3255,SUJ3032068,,,,,,,
LREMDNY-DB2A,LREMDNY-MB2A,S6H3822,SUJ3038068,,,,,,,
LREMDNY-DB3A,LREMDNY-MB3A,S6H3822,SUJ3038068,,,,,,,
LREMDNY-DB7A,LREMDNY-MB7A,S6H3838,SUJ3038068,,,,,,,
LREMDNY-DB9A,LREMDNY-MB9A,S6H3846,SUJ3038068,,,,,,,
LREMDNY-DC6A,LREMDNY-MB7A,S6H3838,SUJ3038068,,,,,,,
LREMDNY-DD8A,LREMDNY-MD8A,S6H3250,SUJ3032068,,,,,,,
LREMDNY-DX1,LREMDNY-MX1,S6H3818,SUJ3038068,,,,,,,
LREMDNY-DX2,LREMDNY-MX2,S6H3856,SUJ3038068,,,,,,,
LREMDNY-DX6,LREMDNY-MX6,S6H3822,SUJ3038068,,,,,,,
LREMDNY-DX7,LREMDNY-MX7,S6H3822,SUJ3038068,,,,,,,
LREMDNY-DY3,LREMDNY-MY3,S6H3856,SUJ3038068,,,,,,,
LREMDNY-DY530,LREMDNY-MY530,S6H3856,SUJ3038068,,,,,,,
LREMDNY-MT3,S6H3822,SUJ3038068,,,,,,,,
LRM2-DX1A,LRM2-MX1A,S6H3838,SUJ3038068,,,,,,,
LRM2-DX3A,LRM2-MX3A,S6H3838,SUJ3038068,,,,,,,
LRSB-MB1AA18,SKD6G3520,SKD11035067,,,,,,,,
LRS-DB1AA12,LRS-MB1AA12,SKD6G3527,SKD11035067,,,,,,,
LRS-DB1AA30,LRS-MB1AA30,SKD6G3527,SKD11035067,,,,,,,
LRS-DB1AA38,LRS-MB1AA38,S6H3224,SUJ3032068,,,,,,,
LRS-DB3AA12,LRS-MB3AA12,SKD6E3535,SKD11035065,,,,,,,
LRS-DB3AA38,LRS-MB3AA38,S6H3838,SUJ3038068,,,,,,,
LRS-DB5AA38,LRS-MB5AA38,S6H3850,SUJ3038068,,,,,,,
LRS-DB6AA38,LRS-MB6AA38,S6H3850,SUJ3038068,,,,,,,
LRS-DC2AA38,LRS-MB2AA38,S6H3818,SUJ3038068,,,,,,,
LRS-DY1AA30,LRS-MY1AA30,SKD5E3024,SKD11030055,,,,,,,
LRS-DY2AA12,LRS-MY2AA12,SKD6G2538,SKD11025067,,,,,,,
LRS-DY2AA30,LRS-MY2AA30,SKD6G2532,SKD11025067,,,,,,,
LRS-DY3AA38,LRS-MY3AA38,S6H3255,SUJ3032068,,,,,,,
LRS-DY5AA38,S6H3828,SUJ3038068,,,,,,,,
LRS-DY6AA38,S5F3035,SUJ3030056,,,,,,,,
LRS-DY7AA38,S6H3255,SUJ3032068,,,,,,,,
LRSSP-MB1AA17,SKD5E3022,SKD11030055,,,,,,,,
LRSSP-MB2AA17,SKD5E3022,SKD11030055,,,,,,,,
LRSSP-MB3AA17,SKD6G2732,SKD11027067,,,,,,,,
LRSSP-MB4AA17,SKD6G2729,SKD11027067,,,,,,,,
LRSSP-MB5AA17,SKD6G2753,SKD11027067,,,,,,,,
LRSSP-MB6AA17,SKD6G2745,SKD11027067,,,,,,,,
LRSSP-MY1AA17,SKD5E3030,SKD11030055,,,,,,,,
LRSSP-MY2AA17,SKD6E3336,SKD11033065,,,,,,,,
LRSSP-MY3AA17,SKD6E3330,SKD11033065,,,,,,,,
LRSSP-MY5AA17,SKD6E3336,SKD11033065,,,,,,,,
LRX-MB3,SKD6G2235,SKD11022067,,,,,,,,
LRX-MY3BS2,SKD6G2526,SKD11025067,,,,,,,,
LRXR-DA6A33,LRXR-MA6A33,G3Z2085,,,,,,,,
LRXR-DA6A38,LRXR-MA6A38,G3Z2085,,,,,,,,
LS2-DB3,LS2-MB3,S4Z4522,SUJ3045040,,,,,,,
LUX-DX2,LUX-MX2,S161620,SUJ3016016,,,,,,,
LUX-DX4,LUX-MX4,S6H2830P,SUJ3038068,,,,,,,
LUX-DX5AA30,LUX-MY1C1,S6H3828,SUJ3038068,,,,,,,
LUX-DY1B233,LUX-MY1B233,S6H3828,SUJ3038068,,,,,,,
LUX-DY1C1,LUX-MY1C1,S6H3828,SUJ3038068,,,,,,,
LUX-DY1C133,LUX-MY1C133,S6H3828,SUJ3038068,,,,,,,
LUX-DY3,LUX-MY3,S6H3228,SUJ3032068,,,,,,,
LUX-DY4,LUX-MY4,S5F2020P,SUJ3030056,,,,,,,
LUX-MV1B,SKD6G2737,SKD11027067,,,,,,,,
LUX-MY1C2,S6H3828,SUJ3038068,,,,,,,,
MA-226-516AB30,SKD6G1565,SKD11015067,,,,,,,,
MA-3323-505AA26,SKD5Z1293,SKD11012050,,,,,,,,
MA-3323-505BA26,SKD5Z1248,SKD11012050,,,,,,,,
MA-3501-52011HA30,SKD6G2220,SKD11022067,,,,,,,,
MA-3501-52012AA24,SKD8B2944,SKD11029082,,,,,,,,
MA-3501-52013AA24,SKD8B2144,SKD11021082,,,,,,,,
MA-3501-52014AA24,SKD8B2165,SKD11021082,,,,,,,,
MA-3501-52014AA26,SKD8B2160,SKD11021082,,,,,,,,
MA-3501-52032AA34,SKD8B2965,SKD11029082,,,,,,,,
MA-3501-52032AA38,SKD8B2965,SKD11029082,,,,,,,,
MA-3501-52041AA24,SKD6G2222,SKD11022067,,,,,,,,
MA-3501-52043AA24,SKD8B2144,SKD11021082,,,,,,,,
MA-3501-62001MB26,SKD5G4070,SKD11040057,,,,,,,,
MA-3501-62001PB26,SKD5G4070,SKD11040057,,,,,,,,
MA-3501-62001UA24,SKD5G4070,SKD11040057,,,,,,,,
MA-3501-62021AA30,SKD6G2576,SKD11025067,,,,,,,,
MA-3501-62021AL24,SKD6G2576,SKD11025067,,,,,,,,
MA-3501-62021AL30,SKD6G2576,SKD11025067,,,,,,,,
MA-3501-62031AA24,SKD6G2590,SKD11025067,,,,,,,,
MA-3501-62031AA30,SKD6G2582,SKD11025067,,,,,,,,
MA-3501-62041AA26,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AA30,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AA34,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AA36,SKD5E2225,SKD11022055,,,,,,,,
MA-3501-62041AA38,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AB26,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AB30,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AB34,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AB36,SKD5E2522,SKD11025055,,,,,,,,
MA-3501-62041AB38,SKD5E2522,SKD11025055,,,,,,,,
MA-3504-514BB26,SKD6G2761,SKD11027067,,,,,,,,
MA-3504-611AA30,SKD6E4061,SKD11040065,,,,,,,,
MA-3504-621AA30,SKD6G2576,SKD11025067,,,,,,,,
MA-3504-621AB36,SKD6G2576,SKD11025067,,,,,,,,
MA-352B-505AA36,SKD5Z1275,SKD11012050,,,,,,,,
MA-352B-505BA36,SKD5Z2230,SKD11022050,,,,,,,,
MA-3538-505AA32,SKD5Z1275,SKD11012050,,,,,,,,
MA-3538-505BA32,SKD5Z1240,SKD11012050,,,,,,,,
MA-3549-505AA34,SKD5Z1270,SKD11012050,,,,,,,,
MA-3549-505BA34,SKD5Z1270,SKD11012050,,,,,,,,
MA-3549-505CA34,SKD5Z1270,SKD11012050,,,,,,,,
MA-3551-505AA34,SKD5Z1270,SKD11012050,,,,,,,,
MA-3551-542AA34,SKD6G2248,SKD11022067,,,,,,,,
MA-3551-569AA34,SKD6G1525,SKD11015067,,,,,,,,
MA-3551-572AA34,SKD8B2125,SKD11021082,,,,,,,,
MA-355-541-G,MA-355-541,,,,,,,,,
MA-3638-505AA26,SKD5Z1275,SKD11012050,,,,,,,,
MA-3638-505AA30,SKD5Z1275,SKD11012050,,,,,,,,
MA-3638-505BA26,SKD5Z1240,SKD11012050,,,,,,,,
MA-3650-505AA34,SKD5Z1258,SKD11012050,,,,,,,,
MA-3652-505AA32,SKD5Z1248,SKD11012050,,,,,,,,
MA-3709-505AA34,SKD5Z1253,SKD11012050,,,,,,,,
MA-3709-505BA34,SKD5Z1253,SKD11012050,,,,,,,,
MA-3709-505CA34,SKD5Z1236,SKD11012050,,,,,,,,
MA-3709-514AA34,SKD7Z3040,SKD11030070,,,,,,,,
MA-4206-520AA30,SKD6G1535,SKD11015067,,,,,,,,
MA-4501-505AA26,SKD5Z1293,SKD11012050,,,,,,,,
MA-4501-505AB26,SKD5Z1248,SKD11012050,,,,,,,,
MA-47-611C30,SKD6G2220,SKD11022067,,,,,,,,
MA-47-612C30,SKD6G2218,SKD11022067,,,,,,,,
MA-5132-519AA30,SKD105020,,,,,,,,,
MA-5132-519AA33,SKD105020,,,,,,,,,
MA-5207-513AA34,SKD6G2261,SKD11022067,,,,,,,,
MA-5517-505AA38,SKD6G1556,SKD11015067,,,,,,,,
MA-5520-569CA34,SKD6G2718,SKD11027067,,,,,,,,
MA-5520-569CA38,SKD6G2718,SKD11027067,,,,,,,,
MA-5528-614AA30,SKD6G1580,SKD11015067,,,,,,,,
MA-5529-505AA34,SKD5Z1275,SKD11012050,,,,,,,,
MA-5534-569BA38,SKD6Z1836,SKD11018060,,,,,,,,
MA-5535-505AA48,SKD5Z1275,SKD11012050,,,,,,,,
MA-5610-505AA30,SKD6G1565,SKD11015067,,,,,,,,
MA-5610-505AA34,SKD6G1565,SKD11015067,,,,,,,,
MA-603-621AL,SKD6G2235,SKD11022067,,,,,,,,
MA-6101-627AA30,SKD6G1542,SKD11015067,,,,,,,,
MA-6104-626AA38,SKD6G1542,SKD11015067,,,,,,,,
MA-6206-627AB34,SKD6G1552,SKD11015067,,,,,,,,
MA-6206-627BA34,SKD6G1552,SKD11015067,,,,,,,,
MA-6207-627AA34,SKD6G1552,SKD11015067,,,,,,,,
MA-6207-627BA34,SKD6G1552,SKD11015067,,,,,,,,
MA-6209-505AA34,SKD6G1575,SKD11015067,,,,,,,,
MA-6209-624AA34,SKD6G1552,SKD11015067,,,,,,,,
MA-6210-505AA34,SKD6G1565,SKD11015067,,,,,,,,
MA-6210-505BA34,SKD6G1565,SKD11015067,,,,,,,,
MA-6210-505CA34,SKD8B2144,SKD11021082,,,,,,,,
MA-6210-505DA34,SKD6G1565,SKD11015067,,,,,,,,
MA-6210-505EA34,SKD8B2144,SKD11021082,,,,,,,,
MA-6210-626AC34,SKD6G1542,SKD11015067,,,,,,,,
MA-6210-626AD34,SKD6G1542,SKD11015067,,,,,,,,
MA-6211-505AA34,SKD6G1565,SKD11015067,,,,,,,,
MA-621-644L,SKD6G2250,SKD11022067,,,,,,,,
MA-621-644M,SKD6G2550,SKD11025067,,,,,,,,
MA-621-644T,SKD6G2250,SKD11022067,,,,,,,,
MA-621-644V,SKD6G2250,SKD11022067,,,,,,,,
MA-631-51830,SKD8B2950,SKD11029082,,,,,,,,
MA-631-51926,SKD8B2940,SKD11029082,,,,,,,,
MA-710-511,S6H3846,SUJ3038068,,,,,,,,
MA-710-516,S6H3822,SUJ3038068,,,,,,,,
MA-748-617AA30,SKD8E5048,SKD11050085,,,,,,,,
MA-956-68130,SKD6G7555,SKD11075067,,,,,,,,
MA-956-684D30,SKD6G7595,SKD11075067,,,,,,,,
MA-956-685D30,SKD6G75125,SKD11075067,,,,,,,,
MA-956-686D30,SKD6G7595,SKD11075067,,,,,,,,
MA-956-687EA30,SKD6G7555,SKD11075067,,,,,,,,
MA-956-69130,SKD6G3575,SKD11035067,,,,,,,,
MA-956-69134,SKD6G3575,SKD11035067,,,,,,,,
MA-960-505AA32,SKD5Z1258,SKD11012050,,,,,,,,
MA-B336-505BA34,SKD5Z1252,SKD11012050,,,,,,,,
MA-E272-627AA30,SKD6G2720,SKD11027067,,,,,,,,
MA-KS51-00302AA30,SKD6G2545,SKD11025067,,,,,,,,
MA-SPL-1121J,SKD6G2523,SKD11025067,,,,,,,,
MA-SPL-1121PA,SKD6G2723,SKD11027067,,,,,,,,
MA-SPL-1121QA,SKD6G2720,SKD11027067,,,,,,,,
MA-SPL-1531AA,SKD6G1535,SKD11015067,,,,,,,,
MA-SPL-1531BA,SKD6G1535,SKD11015067,,,,,,,,
MA-SPL-1644AA,SKD6G1535,SKD11015067,,,,,,,,
MA-SPL-1681KA30,SKD6G2525,SKD11025067,,,,,,,,
MA-SPL-1681LA30,SKD6G2538,SKD11025067,,,,,,,,
MA-SPL-1681PA30,SKD6G2520,SKD11025067,,,,,,,,
MA-SPL-1681QA30,SKD8B2140,SKD11021082,,,,,,,,
MA-SPL-1681WA30,SKD8B2140,SKD11021082,,,,,,,,
MA-SPL-1819AA18,S6H3822,SUJ3038068,,,,,,,,
MA-SPL-1855AA30,SKD5E2515,SKD11025055,,,,,,,,
MA-SPL-1911BA33,SKD8B2125,SKD11021082,,,,,,,,
MA-SPL-1920AA,SKD5E2520,SKD11025055,,,,,,,,
MA-SPL-1920BA,SKD6G2227,SKD11022067,,,,,,,,
MA-SPL-2180BA30,SKD6E3527,SKD11035065,,,,,,,,
MA-SPL-2180EA,SKD5E2532,SKD11025055,,,,,,,,
MA-SPL-2182BA30,SKD6E3527,SKD11035065,,,,,,,,
MA-SPL-2182CA30,SKD6G2242,SKD11022067,,,,,,,,
MA-SPL-2182DA30,SKD6E3560,SKD11035065,,,,,,,,
MA-SPL-2182FA30,SKD6G1556,SKD11015067,,,,,,,,
MA-SPL-2182GA30,SKD6G1556,SKD11015067,,,,,,,,
MA-SPL-2182JA30,SKD6E3540,SKD11035065,,,,,,,,
MA-SPL-2209AA33,SKD5E2538,SKD11025055,,,,,,,,
MA-SPL-2209BA33,SKD6G2234,SKD11022067,,,,,,,,
MA-SPL-948C,SKD6G2538,SKD11025067,,,,,,,,
MA-TS-2545A,S6H2630P,SUJ3038068,,,,,,,,
MA-TS-2692A,SKD6G2723,SKD11027067,,,,,,,,
MA-TS-2692B,SKD6G2720,SKD11027067,,,,,,,,
MA-TS-2698A,SKD7Z3032,SKD11030070,,,,,,,,
MA-TS-2760A,SKD6G2720,SKD11027067,,,,,,,,
MA-TS-2779FC,SKD6G4730,SKD11047067,,,,,,,,
MA-TS-2965A,SKD8E5018,SKD11050085,,,,,,,,
MA-TS-3165AA,SKD6G2522,SKD11025067,,,,,,,,
MA-TS-3174BA,SKD131345,,,,,,,,,
MA-TS-3237GA38,SKD5E3022,SKD11030055,,,,,,,,
MA-TS-3301AA,SKD6G2222,SKD11022067,,,,,,,,
MA-TS-3301BA,SKD6G2222,SKD11022067,,,,,,,,
MA-TS-3301DA,SKD8B2144,SKD11021082,,,,,,,,
MA-TS-3338HA,SKD8B2944,SKD11029082,,,,,,,,
MA-TS-3342AA,SKD5E2230,SKD11022055,,,,,,,,
MA-TS-3342BA,SKD5E2230,SKD11022055,,,,,,,,
MA-TS-3362HA,SKD8B2920,SKD11029082,,,,,,,,
MA-TS-3363CC,SKD6G2515,SKD11025067,,,,,,,,
MA-TS-3363DB,SKD6G2220,SKD11022067,,,,,,,,
MA-TS-3457AA,SKD8B2140,SKD11021082,,,,,,,,
MC-MY136,SKD6G3555,SKD11035067,,,,,,,,
MH-DB1,MH-MB1,S5F3070,SUJ3030056,,,,,,,
MH-DY1B,MH-MY1B,S6H3846,SUJ3038068,,,,,,,
MH-DY3,MH-MY3,S161620,SUJ3016016,,,,,,,
MH-DY4B,MH-MY4B,S6H3822,SUJ3038068,,,,,,,
MH-DY5C,S191922,SUJ3019019,,,,,,,,
MH-DY6B,MH-MY6B,S161620,SUJ3016016,,,,,,,
MH-DY8B,MH-MY8B,S6H2265P,SUJ3047068-H,,,,,,,
MKC-MB1AA36,SKD6G2515,SKD11025067,,,,,,,,
MKC-MY1AA38,SKD5E2545,SKD11025055,,,,,,,,
MKC-MY2AA38,SKD6G2242,SKD11022067,,,,,,,,
NC-205-516AA20,SKD6G2545,SKD11025067,,,,,,,,
NC-205-617AA20,SKD6G2545,SKD11025067,,,,,,,,
NC-269-512A33,S6H3822,SUJ3038068,,,,,,,,
NC-269-512BA33,S6H3822,SUJ3038068,,,,,,,,
NC-269-513B33,S6H3856,SUJ3038068,,,,,,,,
NC-269-513BB33,SKD6E3560,SKD11035065,,,,,,,,
NC-269-566AA38,SKD8E4053,SKD11040085,,,,,,,,
NC-271-551AA33,SKD8B2925,SKD11029082,,,,,,,,
NC-272-566AA38,SKD8E4053,SKD11040085,,,,,,,,
NC-272-566AB33,SKD8E4053,SKD11040085,,,,,,,,
NC-274-622AA30,SKD6G1565,SKD11015067,,,,,,,,
NC-283-551AA33,SKD8B2920,SKD11029082,,,,,,,,
NC-284-566AA33,SKD8E4053,SKD11040085,,,,,,,,
NC-3139-511AA30-NC-MADE,SKD6G2532,SKD11025067,,,,,,,,
NC-3139-511AA34-NC-MADE,SKD6G2532,SKD11025067,,,,,,,,
NC-3153-611AA30-ALL,SKD11040082,,,,,,,,,
NC-3153-611AA34-ALL,SKD11040082,,,,,,,,,
NC-352-621AC33,SKD6G2720,SKD11027067,,,,,,,,
NC-352-622AC33,SKD6G2726,SKD11027067,,,,,,,,
NC-352-671AA33,SKD6G2720,SKD11027067,,,,,,,,
NC-352-672AA33,SKD6G2726,SKD11027067,,,,,,,,
NC-355-541,SKD11022067,,,,,,,,,
NC-355-541A33,SKD11022067,,,,,,,,,
NC-3636-541AA30,SKD11022067,,,,,,,,,
NC-41019-617AA30,SKD105038,,,,,,,,,
NC-4109-611AA26,SKD105040,,,,,,,,,
NC-4109-611AA30,SKD105040,,,,,,,,,
NC-4109-611BA26,SKD105040,,,,,,,,,
NC-4109-611BA30,SKD105040,,,,,,,,,
NC-4109-612AA26,SKD105020,,,,,,,,,
NC-4109-612AA30,SKD105020,,,,,,,,,
NC-4109-613AA26,SKD105016,,,,,,,,,
NC-4109-613AA30,SKD105016,,,,,,,,,
NC-4109-613AB30,SKD105016,,,,,,,,,
NC-4109-614AA26,SKD105020,,,,,,,,,
NC-4109-614AA30,SKD105020,,,,,,,,,
NC-4109-615AA26,SKD105025,,,,,,,,,
NC-4109-615AA30,SKD105025,,,,,,,,,
NC-4109-615AB30,SKD105025,,,,,,,,,
NC-4109-616AA26,SKD105040,,,,,,,,,
NC-4109-616AA30,SKD105040,,,,,,,,,
NC-4109-617AA26,SKD105038,,,,,,,,,
NC-4109-617AA30,SKD105038,,,,,,,,,
NC-4109-618AA26,SKD105029,,,,,,,,,
NC-4109-618AA30,SKD105029,,,,,,,,,
NC-4109-619AA26,SKD105060,,,,,,,,,
NC-4110-619AA30,SKD105060,,,,,,,,,
NC-4408-543AA30,SKD5E2235,SKD11022055,,,,,,,,
NC-4408-543AA34,SKD5E2235,SKD11022055,,,,,,,,
NC-4408-543AB34,SKD5E2235,SKD11022055,,,,,,,,
NC-479-511AA30,SKD5E2520,SKD11025055,,,,,,,,
NC-479-512AA30,SKD11025067,,,,,,,,,
NC-479-512AA33,SKD6G2532,SKD11025067,,,,,,,,
NC-479-512AA34,SKD11025067,,,,,,,,,
NC-479-514AA33,SKD6G2548,SKD11025067,,,,,,,,
NC-479-514AA34,SKD6G2548,SKD11025067,,,,,,,,
NC-479-514EA34,SKD6G2548,SKD11025067,,,,,,,,
NC-479-515AA33,SKD6G2532,SKD11025067,,,,,,,,
NC-479-516AA30,SKD5E2520,SKD11025055,,,,,,,,
NC-479-518AA33,SKD6G2548,SKD11025067,,,,,,,,
NC-479-611AA34,SKD6G2518,SKD11025067,,,,,,,,
NC-479-612AA34,SKD6G2218,SKD11022067,,,,,,,,
NC-479-631AA34,SKD6G2518,SKD11025067,,,,,,,,
NC-479-632AA34,SKD6G2218,SKD11022067,,,,,,,,
NC-5154-611AA30-ALL,SKD11025067,,,,,,,,,
NC-5154-611AA34-ALL,SKD11025067,,,,,,,,,
NC-5154-612AA30-ALL,SKD11025067,,,,,,,,,
NC-5154-612AA34-ALL,SKD11025067,,,,,,,,,
NC-5154-615AA30-ALL,SKD11025067,,,,,,,,,
NC-5154-615AA34-ALL,SKD11025067,,,,,,,,,
NC-5154-615AA36-ALL,SKD11025067,,,,,,,,,
NC-5154-616AA30-ALL,SKD11025067,,,,,,,,,
NC-5154-616AA34-ALL,SKD11025067,,,,,,,,,
NC-5154-616AA36-ALL,SKD11025067,,,,,,,,,
NC-5154-621AA36-ALL,SKD11025067,,,,,,,,,
NC-5154-622AA36-ALL,SKD11025067,,,,,,,,,
NC-5202-516AA36,SKD6G1565,SKD11015067,,,,,,,,
NC-5202-521AA36,SKD6G1565,SKD11015067,,,,,,,,
NC-5520-569AB30,SKD9Z3520,SKD11035090,,,,,,,,
NC-5520-569BA30,SKD9Z3520,SKD11035090,,,,,,,,
NC-580-51738S2,S6H3818,SUJ3038068,,,,,,,,
NC-580-611HS2,SKD5Z2230,SKD11022050,,,,,,,,
NC-580-611IS2,SKD5Z2230,SKD11022050,,,,,,,,
NC-582-53138S2,SKD6G2225,SKD11022067,,,,,,,,
NC-582-5317.6,SKD6G2227,SKD11022067,,,,,,,,
NC-582-5327.6,SKD6G2227,SKD11022067,,,,,,,,
NC-582-53338S2,SKD6G2225,SKD11022067,,,,,,,,
NC-582-56138,Z4S-MY1AA38,SKD6G2225,SKD11022067,,,,,,,
NC-582-621H,SKD7Z3027,SKD11030070,,,,,,,,
NC-582-621HB,SKD7Z3027,SKD11030070,,,,,,,,
NC-582-621HL,SKD7Z3027,SKD11030070,,,,,,,,
NC-582-621I,SKD7Z3027,SKD11030070,,,,,,,,
NC-582-621L,SKD7Z3027,SKD11030070,,,,,,,,
NC-582-621LL,SKD7Z3027,SKD11030070,,,,,,,,
NC-59-615,SKD6E3540,SKD11035065,,,,,,,,
NC-600-51330,SKD8B2130,SKD11021082,,,,,,,,
NC-603-53230,SKD6G2532,SKD11025067,,,,,,,,
NC-603-53330,SKD6G2532,SKD11025067,,,,,,,,
NC-603-621AB,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621AL,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621B,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621BB,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621C,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621CB,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621D,SKD6G2235,SKD11022067,,,,,,,,
NC-603-621DB,SKD6G2235,SKD11022067,,,,,,,,
NC-603-643AA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-603-643BA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-603-643CA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-603-643PA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-603-643QA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-603-643RA,3S-ME1A,SKD6E3538,SKD11035065,,,,,,,
NC-608-641A,SKD6E4040,SKD11040065,,,,,,,,
NC-608-641PA30,SKD6E4040,SKD11040065,,,,,,,,
NC-6105-626AB38,SKD8E4035,SKD11040085,,,,,,,,
NC-616-604,SKD6G2250,SKD11022067,,,,,,,,
NC-616-605,SKD6G2250,SKD11022067,,,,,,,,
NC-616-606,SKD6G2250,SKD11022067,,,,,,,,
NC-620-515X,S6H3818,SUJ3038068,,,,,,,,
NC-620-515XM,S6H3818,SUJ3038068,,,,,,,,
NC-6210-626AA34,SKD6G1542,SKD11015067,,,,,,,,
NC-6210-626AB34,SKD6G1542,SKD11015067,,,,,,,,
NC-6210-626BA34,SKD6G1542,SKD11015067,,,,,,,,
NC-623-544BA26,SKD6G3565,SKD11035067,,,,,,,,
NC-623-546C,SKD6G1552,SKD11015067,,,,,,,,
NC-631-5014QA34,SKD8B2940,SKD11029082,,,,,,,,
NC-631-511A30,SKD7Z3026,SKD11030070,,,,,,,,
NC-631-511FB30,SKD7Z3026,SKD11030070,,,,,,,,
NC-631-511FB34,SKD7Z3026,SKD11030070,,,,,,,,
NC-631-512C30,SKD8B2914,SKD11029082,,,,,,,,
NC-631-512C34,SKD8B2914,SKD11029082,,,,,,,,
NC-631-513B,SKD7Z3014,SKD11030070,,,,,,,,
NC-631-513C,SKD7Z3014,SKD11030070,,,,,,,,
NC-631-514N30,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514NL30,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514PA30,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514PA34,SKD8B2940,SKD11029082,,,,,,,,
NC-631-514PA38,SKD8B2940,SKD11029082,,,,,,,,
