ç´ïÔäJénì˙,î≠çsì˙,ëgóßäJénì˙,ê∂éYåééü,ì`ï[ÇmÇè,â¡çHïîî‘,ïîïiñº,ïKóvêî,ñ¢à¯ìñç›å…êî,éËéùÇøç›å…êî,ìæà”êÊíçï∂î‘çÜ,èoå…çœêî
2025/10/03,2025/10/01,2025/09/18,2025102,E000096531,3139-612AA34,SINKER GATE CAM A,6,0,14,,6
2025/10/29,2025/10/01,2025/10/15,2025108,E000096791,3139-612AA34,SINKER GATE CAM A,6,0,14,,6
2025/11/20,2025/10/01,2025/11/06,2025116,E000097560,3139-612AA34,SINKER GATE CAM A,2,2,14,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096463,3139-612BA30,SINKER GATE CAM B,6,0,7,,6
2025/11/04,2025/10/01,2025/10/20,2025111,E000097094,3139-612BA32,SINKER GATE CAM B,4,4,26,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097102,3139-612BA32,SINKER GATE CAM B,4,4,22,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097197,3139-612BA32,SINKER GATE CAM B,2,2,18,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096532,3139-612BA34,SINKER GATE CAM B,6,0,10,,6
2025/10/29,2025/10/01,2025/10/15,2025108,E000096792,3139-612BA34,SINKER GATE CAM B,6,0,10,,6
2025/11/20,2025/10/01,2025/11/06,2025116,E000097561,3139-612BA34,SINKER GATE CAM B,2,2,10,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098119,3145-511AA30,KNIT CAM,360,85,85,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098120,3145-512AA30,TUCK CAM,192,105,105,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098121,3145-513AA30,WELT CAM,192,31,31,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098122,3145-515AA30,GATE CAM A,6,6,15,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098123,3145-515BA30,GATE CAM B,6,6,19,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098110,3145-531AA30,KK CAM,97,25,25,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098124,3145-531AA30,KK CAM,98,0,0,,0
2025/11/14,2025/10/01,2025/11/14,,E000098160,3145-532AA30,KT CAM,20,20,42,PJ-0629901,
2025/12/01,2025/10/01,2025/11/14,2025121,E000098111,3145-532AA30,KT CAM,49,22,22,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098125,3145-532AA30,KT CAM,102,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098112,3145-533AA30,WW CAM,2,2,14,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098126,3145-533AA30,WW CAM,104,12,12,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098113,3145-534AA30,TK CAM,48,48,48,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098127,3145-534AA30,TK CAM,100,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098128,3145-536AA30,KW CAM,148,35,35,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098129,3145-537AA30,WK CAM,148,48,48,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098130,3145-538AA30,TW CAM,40,14,14,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098131,3145-539AA30,WT CAM,40,15,15,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098114,3145-551AA30,TT CAM,1,1,7,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098132,3145-551AA30,TT CAM,20,6,6,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098115,3145-611AA30,SINKER CAM,93,69,69,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098133,3145-611AA30,SINKER CAM,186,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098116,3145-611BA30,SINKER CAM,4,4,5,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098134,3145-611BA30,SINKER CAM,8,1,1,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098117,3145-612AA30,SINKER GATE CAM A,1,1,11,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098135,3145-612AA30,SINKER GATE CAM A,2,2,10,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098118,3145-612BA30,SINKER GATE CAM B,1,1,12,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000098136,3145-612BA30,SINKER GATE CAM B,2,2,11,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097571,3147-531AA30,KNIT CAM,232,32,32,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097572,3147-533AA30,WELT CAM,232,43,43,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097573,3147-535AA30,GATE CAM,4,4,11,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098188,3153-511AA30,KK CAM,290,184,184,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098189,3153-512AA30,KT CAM,96,36,36,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098190,3153-512BA30,TK CAM,144,68,68,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098191,3153-513AA30,TW CAM,48,48,58,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098192,3153-513BA30,WT CAM,48,48,87,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098193,3153-513CA30,WW CAM,48,48,61,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098194,3153-515AA30,GATE CAM A,4,4,37,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098195,3153-515BA30,GATE CAM B,4,4,32,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098196,3153-611AA30,SINKER CAM,194,100,100,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098197,3153-612AA30,SINKER GATE CAM A,2,2,4,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000098198,3153-612BA30,SINKER GATE CAM B,2,2,5,,0
2025/11/04,2025/10/01,2025/10/20,2025111,E000097095,3164-511AA32,KNIT CAM,1668,55,55,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097103,3164-511AA32,KNIT CAM,1668,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097198,3164-511AA32,KNIT CAM,834,0,0,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096533,3164-511AA34,KNIT CAM,1302,0,76,,1302
2025/10/29,2025/10/01,2025/10/15,2025108,E000096793,3164-511AA34,KNIT CAM,1302,76,76,,0
2025/11/20,2025/10/01,2025/11/06,2025116,E000097562,3164-511AA34,KNIT CAM,650,0,0,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096464,3164-511AB30,KNIT CAM,2310,0,221,,2310
2025/11/04,2025/10/01,2025/10/20,2025111,E000097096,3164-512AA32,TUCK CAM,832,16,16,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097104,3164-512AA32,TUCK CAM,832,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097199,3164-512AA32,TUCK CAM,416,0,0,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096534,3164-512AA34,TUCK CAM,648,0,91,,648
2025/10/29,2025/10/01,2025/10/15,2025108,E000096794,3164-512AA34,TUCK CAM,648,91,91,,0
2025/11/20,2025/10/01,2025/11/06,2025116,E000097563,3164-512AA34,TUCK CAM,324,0,0,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096465,3164-512AB30,TUCK CAM,576,0,82,,576
2025/11/04,2025/10/01,2025/10/20,2025111,E000097097,3164-513AA32,WELT CAM,624,52,52,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097105,3164-513AA32,WELT CAM,624,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097200,3164-513AA32,WELT CAM,312,0,0,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096535,3164-513AA34,WELT CAM,648,0,105,,648
2025/10/29,2025/10/01,2025/10/15,2025108,E000096795,3164-513AA34,WELT CAM,648,105,105,,0
2025/11/20,2025/10/01,2025/11/06,2025116,E000097564,3164-513AA34,WELT CAM,324,0,0,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096466,3164-513AB30,WELT CAM,576,0,96,,576
2025/11/04,2025/10/01,2025/10/20,2025111,E000097098,3164-515AA32,GATE CAM A,16,16,46,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097106,3164-515AA32,GATE CAM A,16,16,30,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097201,3164-515AA32,GATE CAM A,8,8,14,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096536,3164-515AA34,GATE CAM A,24,0,33,,24
2025/10/29,2025/10/01,2025/10/15,2025108,E000096796,3164-515AA34,GATE CAM A,24,0,33,,24
2025/11/20,2025/10/01,2025/11/06,2025116,E000097565,3164-515AA34,GATE CAM A,8,8,33,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096467,3164-515AB30,GATE CAM A,24,0,48,,24
2025/11/04,2025/10/01,2025/10/20,2025111,E000097099,3164-515BA32,GATE CAM B,16,16,57,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097107,3164-515BA32,GATE CAM B,16,16,41,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097202,3164-515BA32,GATE CAM B,8,8,25,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096537,3164-515BA34,GATE CAM B,24,0,37,,24
2025/10/29,2025/10/01,2025/10/15,2025108,E000096797,3164-515BA34,GATE CAM B,24,0,37,,24
2025/11/20,2025/10/01,2025/11/06,2025116,E000097566,3164-515BA34,GATE CAM B,8,8,37,,0
2025/10/01,2025/10/01,2025/09/16,2025101,E000096468,3164-515BB30,GATE CAM B,24,0,48,,24
2025/10/01,2025/10/01,2025/09/16,2025101,E000096469,3164-611AA30,SINKER CAM,582,0,200,,582
2025/11/04,2025/10/01,2025/10/20,2025111,E000097100,3164-611AA32,SINKER CAM,420,68,68,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000097108,3164-611AA32,SINKER CAM,420,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097203,3164-611AA32,SINKER CAM,210,0,0,,0
2025/10/03,2025/10/01,2025/09/18,2025102,E000096538,3164-611AA34,SINKER CAM,654,0,72,,654
2025/10/29,2025/10/01,2025/10/15,2025108,E000096798,3164-611AA34,SINKER CAM,654,72,72,,0
2025/11/20,2025/10/01,2025/11/06,2025116,E000097567,3164-611AA34,SINKER CAM,218,0,0,,0
2025/10/01,2025/10/01,2025/10/01,,E000096782,3166-511AA18,KNIT CAM,100,100,459,PM-5150504,
2025/10/07,2025/10/01,2025/10/07,,E000096817,3166-511AA18,KNIT CAM,300,300,359,PM-5151201,
2025/11/04,2025/10/01,2025/11/04,,E000096879,3166-511AA18,KNIT CAM,200,59,59,PM-5151202,
2025/10/01,2025/10/01,2025/10/01,,E000096783,3166-511AA22,KNIT CAM,100,100,468,PM-5150505,
2025/10/07,2025/10/01,2025/10/07,,E000096818,3166-511AA22,KNIT CAM,300,300,368,PM-5151203,
2025/11/04,2025/10/01,2025/11/04,,E000096880,3166-511AA22,KNIT CAM,200,68,68,PM-5151204,
2025/11/28,2025/10/01,2025/11/28,202511,E000098103,3237-511BA,STITCH CAM,434,61,61,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098104,3237-512AB34,KNIT CAM,434,10,10,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098105,3237-513AB34,TUCK CAM,216,16,16,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098106,3237-514AB34,WELT CAM,216,17,17,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098107,3237-515AA34,SEGMENT CAM,8,8,8,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098108,3237-611AB34,SINKER CAM,110,8,8,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098109,3237-612AB34,SINKER GATE CAM,2,2,9,,
2025/10/10,2025/10/01,2025/10/10,,E000098162,3238-511BA,STITCH CAM,65,64,64,PE-2562602,
2025/10/10,2025/10/01,2025/10/10,,E000098161,3239-512AB34,KNIT CAM,20,20,61,PE-2562601,
2025/10/10,2025/10/01,2025/10/10,,E000098163,3239-514AC34,WELT CAM,20,20,37,PE-2562603,
2025/11/20,2025/10/01,2025/11/06,2025116,E000097348,335-515AA33,DROPLESS GUARD CAM,108,64,64,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098049,352-575AA30,DROPLESS GUARD CAM,76,29,29,,0
2026/01/09,2025/10/01,2026/01/09,,E000098371,352B-505CA30,PRESSER PLATE,1,1,7,PM-5159107,
2025/11/27,2025/10/01,2025/11/12,2025118,E000097589,352B-506AA38,NEEDLE GUARD,84,51,51,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097590,352B-506BA38,NEEDLE GUARD,2,2,10,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097591,352B-517AC38,GATE CAM,2,2,9,,0
2025/10/03,2025/10/01,2025/10/03,,E000098357,352B-518AA30,GATE CAM,1,1,8,PM-5159103,
2025/11/27,2025/10/01,2025/11/12,2025118,E000097592,352B-518AA38,GATE CAM,2,2,20,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098050,352B-611CA33,STITCH CAM,77,38,38,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098051,352B-613BA34,KNIT CAM (H),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098052,352B-614BA34,TUCK CAM (H),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098053,352B-615BA34,WELT GUARD CAM (H),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098054,352B-616BA34,WELT CAM (H),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098055,352B-617BA34,KNIT CAM (L),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098056,352B-618BA34,TUCK CAM (L),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098057,352B-619BA34,WELT GUARD CAM (L),76,0,0,,0
2025/12/01,2025/10/01,2025/11/14,2025121,E000098058,352B-620BA34,WELT CAM (L),76,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097208,3538-505AA30,PIECE SET PLATE,36,28,28,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097209,3538-505AA34,PIECE SET PLATE,42,38,38,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097783,3538-505AA34,PIECE SET PLATE,42,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097210,3538-505BA30,PIECE SET PLATE,1,1,11,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097211,3538-505BA34,PIECE SET PLATE,1,1,20,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097784,3538-505BA34,PIECE SET PLATE,1,1,19,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097212,3538-511AA30,STITCH CAM,158,21,21,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097785,3538-511AA30,STITCH CAM,84,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097786,3538-512CA34,NEEDLE GUARD CAM,84,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097787,3538-513CA34,JACK GUARD CAM,84,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097788,3538-514CA34,JACK RAISING CAM,85,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097213,3538-515AA30,DROPLESS GUARD CAM,72,72,74,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097214,3538-515AA34,DROPLESS GUARD CAM,84,34,34,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097789,3538-515AA34,DROPLESS GUARD CAM,84,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097790,3538-516AA34,GATE CAM,1,1,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097791,3538-517AA34,GATE CAM,1,1,7,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097792,3538-518AB34,GATE CAM,1,1,6,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097215,3538-522AA30,NEEDLE GUARD CAM,10,7,7,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097216,3538-522AA34,NEEDLE GUARD CAM,12,12,15,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097217,3538-523AA30,JACK GUARD CAM,10,7,7,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097218,3538-523AA34,JACK GUARD CAM,12,12,14,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097219,3538-524AA30,JACK RAISING CAM,10,9,9,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097220,3538-524AA34,JACK RAISING CAM,12,5,5,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097221,3538-541AB30,JACK GUARD ARC CAM,36,36,65,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097222,3538-541AB34,JACK GUARD ARC CAM,42,25,25,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097793,3538-541AB34,JACK GUARD ARC CAM,42,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097223,3538-542AA30,JACK GUARD ARC CAM,1,1,1,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097224,3538-542AA34,JACK GUARD ARC CAM,1,1,31,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097794,3538-542AA34,JACK GUARD ARC CAM,1,1,30,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097225,3538-566AB30,JACK GUARD CAM,72,31,31,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097226,3538-566AB34,JACK GUARD CAM,84,11,11,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097795,3538-566AB34,JACK GUARD CAM,84,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097227,3538-566BA30,JACK GUARD CAM,72,25,25,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097228,3538-566BA34,JACK GUARD CAM,84,45,45,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097796,3538-566BA34,JACK GUARD CAM,84,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097229,3538-566CA30,JACK GUARD CAM,1,1,5,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097230,3538-566CA34,JACK GUARD CAM,1,1,3,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097797,3538-566CA34,JACK GUARD CAM,1,1,2,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097231,3538-566DA30,JACK GUARD CAM,1,1,19,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097232,3538-566DA34,JACK GUARD CAM,1,1,7,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097798,3538-566DA34,JACK GUARD CAM,1,1,6,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097233,3538-569AB30,CANCELLING CAM,73,31,31,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097234,3538-569AB34,CANCELLING CAM,85,79,79,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097799,3538-569AB34,CANCELLING CAM,85,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097235,3538-569BA30,CANCELLING CAM,73,41,41,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097236,3538-569BA34,CANCELLING CAM,85,33,33,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097800,3538-569BA34,CANCELLING CAM,85,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097237,3538-570AC30,RAISING CAM,72,16,16,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097238,3538-570AC34,RAISING CAM,84,70,70,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097801,3538-570AC34,RAISING CAM,84,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097239,3538-570BD30,RAISING CAM,72,18,18,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097240,3538-570BD34,RAISING CAM,84,78,78,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097802,3538-570BD34,RAISING CAM,84,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097241,3538-570CB30,GATE CAM,2,1,1,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097242,3538-570CB34,GATE CAM,2,2,6,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097803,3538-570CB34,GATE CAM,2,2,4,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097243,3538-591BA30,NEEDLE ARRANGE CAM,1,1,4,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097244,3538-591BA34,NEEDLE ARRANGE CAM,1,1,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097804,3538-591BA34,NEEDLE ARRANGE CAM,1,1,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097245,3538-592AB30,JACK ARRANGE CAM,1,1,7,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097246,3538-592AB34,JACK ARRANGE CAM,1,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097805,3538-592AB34,JACK ARRANGE CAM,1,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097247,3538-593AA30,JACK ARRANGE CAM,1,1,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097248,3538-593AA34,JACK ARRANGE CAM,1,1,5,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097806,3538-593AA34,JACK ARRANGE CAM,1,1,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097807,3538-611AB34,SINKER CAM,81,8,8,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097808,3538-611BB34,SINKER CAM,3,3,3,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097809,3538-612AB34,SINKER GATE CAM,2,2,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097249,3542-511AA30,STITCH CAM,78,24,24,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097810,3542-511AA30,STITCH CAM,43,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097250,3542-511BA30,STITCH CAM,78,78,91,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097811,3542-511BA30,STITCH CAM,43,13,13,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097812,3542-512CA34,NEEDLE GUARD CAM,42,13,13,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097251,3542-513AA30,JACK GUARD CAM,1,1,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097252,3542-513AA34,JACK GUARD CAM,1,1,2,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097253,3542-515AA30,DROPLESS GUARD CAM,36,36,49,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097254,3542-515AA34,DROPLESS GUARD CAM,42,26,26,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097813,3542-515AA34,DROPLESS GUARD CAM,42,0,0,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097814,3542-611AB34,SINKER CAM,41,4,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097815,3542-611BB34,SINKER CAM,2,2,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097816,3542-612AB34,SINKER CAM,41,4,4,,0
2025/12/08,2025/10/01,2025/11/21,2025123,E000097817,3542-612BB34,SINKER CAM,2,2,4,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097734,3557-511BB34,STITCH CAM,193,109,109,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097735,3557-511CA34,STITCH CAM,48,23,23,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097736,3557-512AA34,KNIT CAM,192,35,35,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097737,3557-513AA34,TUCK CAM,24,24,27,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097738,3557-514AB34,WELT CAM,72,23,23,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097739,3557-515AA34,RAISING CAM,192,26,26,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097740,3557-515BA34,RAISING CAM,24,7,7,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097741,3557-516AA34,GATE CAM,4,4,5,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097742,3557-522AA34,GUARD CAM,96,29,29,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097743,3557-525AA34,GUARD CAM,48,27,27,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097744,3557-611AB34,SINKER CAM,49,7,7,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097745,3557-612AC34,SINKER CAM,49,13,13,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097746,3557-614AA34,SINKER GATE CAM,1,1,3,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097747,3557-621AB34,JACK GUARD CAM,48,9,9,,0
